,itemCode,itemName,units,price,department,userID,gender,age
21,566542,Bic Kids Crayons 12's 829770,3,10.25,ELECTRONICS,dbf6a4b6-f1fe-4397-9296-f404725e0035,Female,39
22,1646226,"WD 4TB My Passport Portable External Hard Drive, Red",1,469.0,ELECTRONICS,dbf6a4b6-f1fe-4397-9296-f404725e0035,Female,39
23,10477,Staedtler Color Pencil 145AM12 12 Piece,2,15.0,ELECTRONICS,f4129ad1-1ad7-47c9-af5b-bce10bcf0adc,Male,38
24,1475829,Carlton Excalibur 4 Wheel Hard Trolley 79cm Black,1,399.0,FASHION,f4129ad1-1ad7-47c9-af5b-bce10bcf0adc,Male,38
25,1467047,Qualitier Small Bowl Blue 12cm,8,15.0,ELECTRONICS,f4129ad1-1ad7-47c9-af5b-bce10bcf0adc,Male,38
26,1609145,Chefline Die-Cast Cookware Set Natur CK12 12pcs,5,399.0,ELECTRONICS,f4129ad1-1ad7-47c9-af5b-bce10bcf0adc,Male,38
27,1410192,Kid's Rechargeable Ride on Motor Bike TC919 Assorted Colors,5,199.0,OTHERS,f4129ad1-1ad7-47c9-af5b-bce10bcf0adc,Male,38
28,1513758,Colgate Toothpaste Natural Extracts With Asian Lemon Oil And Aloe Extracts 75ml,1,22.9,GROCERY,f4129ad1-1ad7-47c9-af5b-bce10bcf0adc,Male,38
29,930239,Manna Health Mix 500g,2,13.0,GROCERY,f4129ad1-1ad7-47c9-af5b-bce10bcf0adc,Male,38
30,1667562,Skybags Airway Soft Trolley 71cm N Blue,10,299.0,FASHION,f4129ad1-1ad7-47c9-af5b-bce10bcf0adc,Male,38
31,1550075,Ray-Ban Unisex Sunglass Aviator 4320CH-601S5J58,5,924.0,FASHION,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
32,958401,Johnson's Body Soap Vita-Rich Soothing 125g,10,2.9,GROCERY,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
33,1089173,Pedrini Aluminium Coffee Maker 6cups,7,72.5,ELECTRONICS,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
34,520233,Sinbo&Hami Water Bottle Assorted Colors FP165,8,9.0,ELECTRONICS,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
35,1247774,HP Ink Cartridge 903 Magenta,1,42.0,ELECTRONICS,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
36,1487324,RayBan Unisex Sunglass Pilot 417163927654,8,580.0,FASHION,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
37,1438642,American Tourister Trillion 4 Wheel Hard Trolley 55cm Olive,7,249.0,FASHION,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
38,1189015,John Louis Men's U Neck T-Shirt 3Pcs Pack White Extra Large,1,39.0,FASHION,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
39,266782,Panasonic Dry Iron NI317T,10,62.0,ELECTRONICS,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
40,1571822,Skid Fusion Cash Register Play Set Assorted BB209305,10,59.0,OTHERS,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
41,775586,Elite Comfort Men's Brief White 3 Pcs Pack Large,4,26.0,FASHION,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
42,1135067,Carlton Tourer 4Wheel Soft Trolley 78cm Assorted Colors,2,349.0,FASHION,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
43,299901,Fair And Lovely Advanced Multi Vitamin Face Cream 2 x 100g,6,32.7,GROCERY,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
44,1550713,Uni-Ball Signo Gel Pen UM120 6's,5,24.0,ELECTRONICS,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
45,1379861,Home Style Study Table + 2 Chair KT247 Blue,9,99.0,OTHERS,b1f5106a-d705-47f7-9653-affef837e0d3,Male,52
46,1694102,Hitachi Air Purifier EPP50J240WH,4,1679.0,ELECTRONICS,eaffb929-38d5-4532-a49c-6c3ef593ea57,Female,53
47,1381007,Maybelline Superstay Matte Ink Liquid Lipstick 10 Dreamer 5ml,3,57.75,FASHION,eaffb929-38d5-4532-a49c-6c3ef593ea57,Female,53
48,938365,Car Care Carnauba Wash & Wax 00095 1Ltr,8,21.0,ELECTRONICS,eaffb929-38d5-4532-a49c-6c3ef593ea57,Female,53
49,1002361,Oral-B Kids Stages Power Toothbrush Assorted Color,5,69.0,ELECTRONICS,eaffb929-38d5-4532-a49c-6c3ef593ea57,Female,53
50,1307256,Pearl Noire Tea Set TY/J12-216G 17pcs,8,104.0,ELECTRONICS,eaffb929-38d5-4532-a49c-6c3ef593ea57,Female,53
51,998582,Prestige Classique Mini Fry Pan PR2182 12cm,6,25.5,ELECTRONICS,eaffb929-38d5-4532-a49c-6c3ef593ea57,Female,53
52,1342233,Home Dinner Set 20pcs YF5004,1,99.0,ELECTRONICS,eaffb929-38d5-4532-a49c-6c3ef593ea57,Female,53
53,919651,Chefline Slotted Turner N269,5,9.5,ELECTRONICS,eaffb929-38d5-4532-a49c-6c3ef593ea57,Female,53
54,1544211,"Wagon R 4Wheel Hard Trolley MS2276 3pcs Set (20""+24""+28"") Assorted Color",1,697.0,FASHION,898a63f7-f72d-4ec5-bc7d-bfbeaa94a828,Male,34
55,1413055,Davidoff Horizon Extreme EDP for Men 75ml,2,160.0,FASHION,898a63f7-f72d-4ec5-bc7d-bfbeaa94a828,Male,34
56,1004832,Chefline Stainless Steel Top Set + Lid 18cm,5,37.0,ELECTRONICS,898a63f7-f72d-4ec5-bc7d-bfbeaa94a828,Male,34
57,1191315,Home Glass Jar,7,5.5,ELECTRONICS,898a63f7-f72d-4ec5-bc7d-bfbeaa94a828,Male,34
58,397650,Prestige Cookware Set 22pcs,10,429.5,ELECTRONICS,898a63f7-f72d-4ec5-bc7d-bfbeaa94a828,Male,34
59,1683611,"HP 15-DW1011NE Laptop,Core i5 1.6GHz ,8GB RAM, 512GB SSD, 2GB Graphics, Windows 10, 15.6inch FHD, Natural Silver",4,2899.0,ELECTRONICS,898a63f7-f72d-4ec5-bc7d-bfbeaa94a828,Male,34
60,908977,Dabur Vatika Styling Gel Cream Slick 250ml,4,11.75,GROCERY,898a63f7-f72d-4ec5-bc7d-bfbeaa94a828,Male,34
61,1251097,Maybelline Push Up Angel Mascara Very Black 1pc,4,73.5,FASHION,898a63f7-f72d-4ec5-bc7d-bfbeaa94a828,Male,34
62,1594016,John Louis Men's Under Shorts Modal Fabric Assorted Colors 2Pcs Pack Large,1,49.0,FASHION,898a63f7-f72d-4ec5-bc7d-bfbeaa94a828,Male,34
63,1483054,VIP Conquer 4 Wheel Soft Trolley 59cm Red,7,179.0,FASHION,898a63f7-f72d-4ec5-bc7d-bfbeaa94a828,Male,34
64,1569978,Bosch Upright Refrigerator KSV36VL3PG 340LTR,2,3989.0,ELECTRONICS,7341abf8-bd6c-42bb-b106-ca6b45c9aebd,Female,55
65,1073044,Kenwood Kitchen Machine KMKVC5000 1100W,1,1399.0,ELECTRONICS,7341abf8-bd6c-42bb-b106-ca6b45c9aebd,Female,55
66,1550075,Ray-Ban Unisex Sunglass Aviator 4320CH-601S5J58,9,924.0,FASHION,7341abf8-bd6c-42bb-b106-ca6b45c9aebd,Female,55
67,1188927,DSB Laminating Machine A4 HQ236,8,150.0,ELECTRONICS,7341abf8-bd6c-42bb-b106-ca6b45c9aebd,Female,55
68,1089173,Pedrini Aluminium Coffee Maker 6cups,3,72.5,ELECTRONICS,7341abf8-bd6c-42bb-b106-ca6b45c9aebd,Female,55
69,1540712,Powerman Home Tool Set TM-20902-B 13pcs,10,39.0,ELECTRONICS,7341abf8-bd6c-42bb-b106-ca6b45c9aebd,Female,55
70,5324,Staedtler Color Pencil 12 Piece,2,9.0,ELECTRONICS,7341abf8-bd6c-42bb-b106-ca6b45c9aebd,Female,55
71,1342233,Home Dinner Set 20pcs YF5004,8,99.0,ELECTRONICS,7341abf8-bd6c-42bb-b106-ca6b45c9aebd,Female,55
72,1606136,Crystal Drops Glass Tumbler 280ml TNV001A 6pcs,7,14.0,ELECTRONICS,7341abf8-bd6c-42bb-b106-ca6b45c9aebd,Female,55
73,733672,Double Horse Chakki Fresh Atta Whole Wheat Flour 2 Kg,2,10.9,GROCERY,7341abf8-bd6c-42bb-b106-ca6b45c9aebd,Female,55
74,1696415,Mohini Ready To Stitch Women's Gown Material 75001,3,299.0,FASHION,7341abf8-bd6c-42bb-b106-ca6b45c9aebd,Female,55
75,1557587,Ikon Smart watch IK-W90,4,149.0,ELECTRONICS,7341abf8-bd6c-42bb-b106-ca6b45c9aebd,Female,55
76,1497427,Apple iPhone XS Max Silicone Case Blue Horizon,8,143.5,ELECTRONICS,831a86be-6ab9-4912-b59a-1dfa208f848d,Female,16
77,698589,HP 122 Black Ink Cartridge CH561HE,2,54.5,ELECTRONICS,831a86be-6ab9-4912-b59a-1dfa208f848d,Female,16
78,1696415,Mohini Ready To Stitch Women's Gown Material 75001,7,299.0,FASHION,831a86be-6ab9-4912-b59a-1dfa208f848d,Female,16
79,11621,Koleston Hair Color Creme 309/3 Golden Blonde 50ml,3,17.6,GROCERY,831a86be-6ab9-4912-b59a-1dfa208f848d,Female,16
80,1456676,Toshiba Flash Drive THNU365W2560 256GB,8,164.0,ELECTRONICS,831a86be-6ab9-4912-b59a-1dfa208f848d,Female,16
81,984125,Palette Intensive Colour Cream 7-1 Medium Ash Blonde 1 Packet,2,18.4,GROCERY,831a86be-6ab9-4912-b59a-1dfa208f848d,Female,16
82,11231,Listerine Mouthwash Cool Mint 250ml,1,18.4,GROCERY,df11e966-6e68-4e65-9986-91f1f961b9da,Male,47
83,1613607,Uni-Ball Ball Point Jet stream 0.7mm 6's,9,22.5,ELECTRONICS,df11e966-6e68-4e65-9986-91f1f961b9da,Male,47
84,1619337,Samsung Galaxy Note10+ Leather Case VN975 Black,1,179.0,ELECTRONICS,df11e966-6e68-4e65-9986-91f1f961b9da,Male,47
85,1044357,Jockey Pop Colour Mens Brief Extra Large Charcoal Mel FP01-0105,3,28.0,FASHION,df11e966-6e68-4e65-9986-91f1f961b9da,Male,47
86,1306611,Chefline Stainless Steel Hammered Coffee Warmer 500ml,8,21.0,ELECTRONICS,df11e966-6e68-4e65-9986-91f1f961b9da,Male,47
87,1475829,Carlton Excalibur 4 Wheel Hard Trolley 79cm Black,6,399.0,FASHION,df11e966-6e68-4e65-9986-91f1f961b9da,Male,47
88,1623998,AKY Non Stick Cookware Set Marble Design 7pcs Assorted Colors,1,339.0,ELECTRONICS,df11e966-6e68-4e65-9986-91f1f961b9da,Male,47
89,241,Cosmoplast Water Jug 2.2Ltr Assorted Color,4,5.0,ELECTRONICS,df11e966-6e68-4e65-9986-91f1f961b9da,Male,47
90,1576720,Yamaha Soundbar with Built-in Subwoofer YAS-108 Red,9,629.0,ELECTRONICS,ef3b297c-5dd1-4c8c-8cb4-00ea9e0c1fab,Female,37
91,1492737,General Window Air Conditioner 113RAXGS18 1.5Ton,9,1819.0,ELECTRONICS,ef3b297c-5dd1-4c8c-8cb4-00ea9e0c1fab,Female,37
92,1364787,Lifebuoy Anti Bacterial Bar Mild Care 125g,2,4.75,GROCERY,ef3b297c-5dd1-4c8c-8cb4-00ea9e0c1fab,Female,37
93,1467945,Guardini Blackstone Bake & Roast Pan 22X28cm,1,49.0,ELECTRONICS,ef3b297c-5dd1-4c8c-8cb4-00ea9e0c1fab,Female,37
94,1165372,Organic Harvest 3 in 1 Face Wash 100g,7,29.5,GROCERY,ef3b297c-5dd1-4c8c-8cb4-00ea9e0c1fab,Female,37
95,1519268,Vegg Egg Substitute Power Scramble Original Blend 107g,4,44.9,GROCERY,ef3b297c-5dd1-4c8c-8cb4-00ea9e0c1fab,Female,37
96,1451961,Delsey Chartreuse 4Wheel Soft Trolley 60cm Black,8,349.0,FASHION,ef3b297c-5dd1-4c8c-8cb4-00ea9e0c1fab,Female,37
97,1383592,Tramontina Knife With Block Set 6pcs Assorted Colors,7,93.5,ELECTRONICS,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
98,1282844,Electrolux Double Door Refrigerator EJ3550EOU 369Ltr,8,1799.0,ELECTRONICS,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
99,685331,Bic Kids Visa Coloring Felt Pen 18's 960,10,18.5,ELECTRONICS,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
100,1122966,Alchimia Vegetal Soap Rose 200g,1,17.5,GROCERY,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
101,1631272,Jabra Bluetooth Headset BT2047,6,39.0,ELECTRONICS,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
102,1553628,Samsung Galaxy S10 Plus Protective stand Cover Silver RG975CS,4,129.0,ELECTRONICS,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
103,1028772,Lulu Disposable Razor 2Blade 10pcs,4,10.25,GROCERY,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
104,1545666,Vaseline Lip Therapy Original 4.8g,10,9.5,GROCERY,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
105,1659600,Banana Republic Wildbloom EDP For Women 100ml,3,195.0,FASHION,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
106,1004832,Chefline Stainless Steel Top Set + Lid 18cm,6,37.0,ELECTRONICS,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
107,963550,Jockey Women's Cross Over Bra 1242 36B Skin,7,53.0,FASHION,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
108,1349279,Bissell Drum Vaccum Cleaner BSL2027E 2000W 21Ltr,3,354.0,ELECTRONICS,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
109,1138376,Solingen Paring Knife Set 12pcs 133504,8,59.0,ELECTRONICS,8f2129e0-210b-47f4-a5e2-7a1c72d6c868,Male,25
110,744259,Aquafresh Little Teeth Toothpaste 50ml,1,6.6,GROCERY,d1a30b08-03b5-4cab-96ba-aa06a1a3b72a,Male,23
111,1455960,LG Double Door Refrigerator GRC312SLBN 260Ltr,5,1369.0,ELECTRONICS,d1a30b08-03b5-4cab-96ba-aa06a1a3b72a,Male,23
112,1621575,Home Glass Cup 00546-FGC 6pcs,3,21.0,ELECTRONICS,d1a30b08-03b5-4cab-96ba-aa06a1a3b72a,Male,23
113,1619126,Samsung Galaxy Tab S6T860N 10.5in128GB Wifi Mountain Grey,8,2599.0,ELECTRONICS,d1a30b08-03b5-4cab-96ba-aa06a1a3b72a,Male,23
114,1342233,Home Dinner Set 20pcs YF5004,5,99.0,ELECTRONICS,d1a30b08-03b5-4cab-96ba-aa06a1a3b72a,Male,23
115,1467945,Guardini Blackstone Bake & Roast Pan 22X28cm,4,49.0,ELECTRONICS,d1a30b08-03b5-4cab-96ba-aa06a1a3b72a,Male,23
116,1606759,Chefline Stainless Steel Cookware Set GS-0304 10pcs,5,229.0,ELECTRONICS,d1a30b08-03b5-4cab-96ba-aa06a1a3b72a,Male,23
117,1254209,John Louis Women's Glossy Wallet X298 Red,6,29.0,FASHION,d1a30b08-03b5-4cab-96ba-aa06a1a3b72a,Male,23
118,1533238,Fatafeat Bamboo Slotted Spoon SA2577CK,7,19.0,ELECTRONICS,d1a30b08-03b5-4cab-96ba-aa06a1a3b72a,Male,23
119,1682089,Samsung Galaxy S20 G980 128GB Cloud Blue,6,3199.0,ELECTRONICS,019f7eb4-b63f-4805-af0f-15455fa8e247,Male,57
120,1605767,"Minnie School Trolley 5in1 Set 101017 18""",3,169.0,ELECTRONICS,019f7eb4-b63f-4805-af0f-15455fa8e247,Male,57
121,1228865,TPLink Wi-Fi Smart Plug HS100,5,159.0,ELECTRONICS,019f7eb4-b63f-4805-af0f-15455fa8e247,Male,57
122,1589542,Maple Leaf Home Nesting Tables 3pcs Set B-B7,7,199.0,OTHERS,019f7eb4-b63f-4805-af0f-15455fa8e247,Male,57
123,1605767,"Minnie School Trolley 5in1 Set 101017 18""",5,169.0,ELECTRONICS,019f7eb4-b63f-4805-af0f-15455fa8e247,Male,57
124,1487324,RayBan Unisex Sunglass Pilot 417163927654,2,580.0,FASHION,019f7eb4-b63f-4805-af0f-15455fa8e247,Male,57
125,742231,"Clear Women's Anti-Dandruff Shampoo Anti-Hair Fall, 400ml",10,20.75,GROCERY,019f7eb4-b63f-4805-af0f-15455fa8e247,Male,57
126,1590934,LG Side by Side Refrigerator GR-B257KQDV 627Ltr,9,4309.0,ELECTRONICS,019f7eb4-b63f-4805-af0f-15455fa8e247,Male,57
127,1598546,Spiderman Lunch Bag FK101676LB,7,39.0,ELECTRONICS,019f7eb4-b63f-4805-af0f-15455fa8e247,Male,57
128,1544387,Wagon R 4Wheel Soft Trolley 20inch Assorted Color,2,149.0,FASHION,019f7eb4-b63f-4805-af0f-15455fa8e247,Male,57
129,1194497,Drynites Girls Pyjama Pants 4-7 years 17-30kg 16pcs,8,32.9,GROCERY,019f7eb4-b63f-4805-af0f-15455fa8e247,Male,57
130,857575,Pantene Pro-V Daily Care Shampoo 200ml,7,9.7,GROCERY,019f7eb4-b63f-4805-af0f-15455fa8e247,Male,57
131,847563,Nivea Deodorant Natural Fairness Licorice & Avocado Extracts 200ml,6,17.35,GROCERY,fe2c477f-76d5-4c36-af63-8f551161d7f6,Male,17
132,1344691,D-Link 4G/LTE Mobile Router DWR932CG,8,229.0,ELECTRONICS,fe2c477f-76d5-4c36-af63-8f551161d7f6,Male,17
133,1403205,Signal Toothpaste Cavity Fighter 4 x 120ml,8,18.0,GROCERY,fe2c477f-76d5-4c36-af63-8f551161d7f6,Male,17
134,1495357,Apple iPhone XS Max 256GB Silver,3,4499.0,ELECTRONICS,fe2c477f-76d5-4c36-af63-8f551161d7f6,Male,17
135,8600,Yves Saint Laurent Opium EDT For Men 100ml,1,215.0,FASHION,fe2c477f-76d5-4c36-af63-8f551161d7f6,Male,17
136,958401,Johnson's Body Soap Vita-Rich Soothing 125g,1,2.9,GROCERY,fe2c477f-76d5-4c36-af63-8f551161d7f6,Male,17
137,823997,Fruit Of The Loom Mens Vest 3 Piece Extra Large,9,42.0,FASHION,fe2c477f-76d5-4c36-af63-8f551161d7f6,Male,17
138,1344691,D-Link 4G/LTE Mobile Router DWR932CG,10,229.0,ELECTRONICS,ae6c2e22-e497-4426-8c4c-edbbbec88f61,Female,59
139,1544387,Wagon R 4Wheel Soft Trolley 20inch Assorted Color,2,149.0,FASHION,ae6c2e22-e497-4426-8c4c-edbbbec88f61,Female,59
140,1621575,Home Glass Cup 00546-FGC 6pcs,3,21.0,ELECTRONICS,ae6c2e22-e497-4426-8c4c-edbbbec88f61,Female,59
141,156113,Korkmaz Stainless Steel Astra Casserole With Lid 26cm,2,139.0,ELECTRONICS,ae6c2e22-e497-4426-8c4c-edbbbec88f61,Female,59
142,987037,Nivea Body Lotion Cocoa Butter 250ml x 2,6,26.25,GROCERY,ae6c2e22-e497-4426-8c4c-edbbbec88f61,Female,59
143,1524662,Nintendo Switch Pokemon: Let's Go - Eevee!,1,268.8,ELECTRONICS,3465c947-92d3-4414-846d-50043255e79d,Male,46
144,954024,HP Ink Cartridge 933XL Yellow,7,77.0,ELECTRONICS,3465c947-92d3-4414-846d-50043255e79d,Male,46
145,1035762,Braun Digital Thermometer PRT2000,6,59.0,ELECTRONICS,3465c947-92d3-4414-846d-50043255e79d,Male,46
146,1256316,Aquafresh Standard Toothbrush Medium Assorted Color 1pc ,5,3.95,GROCERY,3465c947-92d3-4414-846d-50043255e79d,Male,46
147,412138,Evinox Stainless Steel Pressure Cooker Classic 8Ltr,10,335.0,ELECTRONICS,3465c947-92d3-4414-846d-50043255e79d,Male,46
148,698589,HP 122 Black Ink Cartridge CH561HE,9,54.5,ELECTRONICS,3465c947-92d3-4414-846d-50043255e79d,Male,46
149,1149692,Chefline Cookware Set 7pcs Assorted Color,2,419.0,ELECTRONICS,3465c947-92d3-4414-846d-50043255e79d,Male,46
150,207533,Sebamed Lip Defence 1pc,5,7.25,GROCERY,3465c947-92d3-4414-846d-50043255e79d,Male,46
151,1604248,Maple Leaf Home Tree Acrylic Wall Stickers 05 3440x1800mm,10,179.0,OTHERS,3465c947-92d3-4414-846d-50043255e79d,Male,46
152,1381007,Maybelline Superstay Matte Ink Liquid Lipstick 10 Dreamer 5ml,6,57.75,FASHION,3465c947-92d3-4414-846d-50043255e79d,Male,46
153,294018,Nivea Soft Moisturizing Cream 300ml,1,20.6,GROCERY,3465c947-92d3-4414-846d-50043255e79d,Male,46
154,1583183,Skid Fusion Remote Control Glow Power Track Set 88803,10,69.0,OTHERS,3465c947-92d3-4414-846d-50043255e79d,Male,46
155,1536409,Skybags Vanguard 4 Wheel Soft Trolley 58cm Coral,10,249.0,FASHION,3465c947-92d3-4414-846d-50043255e79d,Male,46
156,1609145,Chefline Die-Cast Cookware Set Natur CK12 12pcs,6,399.0,ELECTRONICS,3465c947-92d3-4414-846d-50043255e79d,Male,46
157,1637181,Luminarc Water Set 7pc Allium,6,25.0,ELECTRONICS,3465c947-92d3-4414-846d-50043255e79d,Male,46
158,1541663,Skybags 4Wheel Soft Trolley Vybe 70cm Azure Blue,7,279.0,FASHION,597a8747-87ee-4b10-8ee2-23b66d72f8bf,Female,19
159,1349279,Bissell Drum Vaccum Cleaner BSL2027E 2000W 21Ltr,1,354.0,ELECTRONICS,597a8747-87ee-4b10-8ee2-23b66d72f8bf,Female,19
160,1358004,Herbal Essences Green Herbs & Mint Shampoo 400ml,6,13.6,GROCERY,597a8747-87ee-4b10-8ee2-23b66d72f8bf,Female,19
161,1179276,Ferrari Scuderia Black EDT For Men 125ml + Deodorant 150ml + Hair And Body Wash 150ml Gift set,4,165.0,FASHION,597a8747-87ee-4b10-8ee2-23b66d72f8bf,Female,19
162,1649783,Lava V8 MT6763 32GB Blue,9,419.0,ELECTRONICS,597a8747-87ee-4b10-8ee2-23b66d72f8bf,Female,19
163,1482545,HP Active Backpack + Mouse200 + EarPhone 150,1,135.0,ELECTRONICS,597a8747-87ee-4b10-8ee2-23b66d72f8bf,Female,19
164,1307256,Pearl Noire Tea Set TY/J12-216G 17pcs,5,104.0,ELECTRONICS,597a8747-87ee-4b10-8ee2-23b66d72f8bf,Female,19
165,1646226,"WD 4TB My Passport Portable External Hard Drive, Red",8,469.0,ELECTRONICS,597a8747-87ee-4b10-8ee2-23b66d72f8bf,Female,19
166,930239,Manna Health Mix 500g,10,13.0,GROCERY,597a8747-87ee-4b10-8ee2-23b66d72f8bf,Female,19
167,1205402,Nivea Shower Gel Active Clean 250ml,6,14.5,GROCERY,ca2ce40a-31b4-4d2a-a0df-17758379f28b,Female,43
168,963550,Jockey Women's Cross Over Bra 1242 36B Skin,9,53.0,FASHION,ca2ce40a-31b4-4d2a-a0df-17758379f28b,Female,43
169,1576948,24 Mantra Organic Wonder Grain Ragi 150g,9,6.95,GROCERY,ca2ce40a-31b4-4d2a-a0df-17758379f28b,Female,43
170,977047,Faber Castell Junior Grip Color Pencil 10s,10,13.0,ELECTRONICS,ca2ce40a-31b4-4d2a-a0df-17758379f28b,Female,43
171,1357069,Duralex Oval Roaster 6005A 39x27cm,7,39.0,ELECTRONICS,ca2ce40a-31b4-4d2a-a0df-17758379f28b,Female,43
172,1344672,Energizer Multi Wall Charger ACW2BUKHMC3 White,7,39.0,ELECTRONICS,ca2ce40a-31b4-4d2a-a0df-17758379f28b,Female,43
173,1424154,Bosch Built-In Gas Hob PCR9A5B90M 90cm Stainless-Steel Gas Hob 5Burner,9,2939.0,ELECTRONICS,ca2ce40a-31b4-4d2a-a0df-17758379f28b,Female,43
174,1213485,Skid Fusion Tri-Cycle SF-228,7,99.0,OTHERS,ca2ce40a-31b4-4d2a-a0df-17758379f28b,Female,43
175,23712,L'Oreal Paris Excellence Creme 5.5 Mahogany Light Brown Hair Color 1 Packet,6,47.5,GROCERY,684edc11-4fd0-4cbc-b1da-0a565fca552c,Female,36
176,908040,Bio Oil Skincare Oil 60ml,1,45.15,GROCERY,684edc11-4fd0-4cbc-b1da-0a565fca552c,Female,36
177,133588,Feather Hi Stainless Blades Double Edge 5pcs,7,2.9,GROCERY,684edc11-4fd0-4cbc-b1da-0a565fca552c,Female,36
178,133588,Feather Hi Stainless Blades Double Edge 5pcs,4,2.9,GROCERY,684edc11-4fd0-4cbc-b1da-0a565fca552c,Female,36
