,code,name,image,price,department
2200,812870,Gillette Fusion ProGlide Power Menâs Razor Blades 8pcs,/lulucommercewebservices/v2/medias/812870-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w4NTYyfGltYWdlL2pwZWd8aW1hZ2VzL2hlMS9oYzQvOTE3NTEwNDc0OTU5OC5qcGd8YjgxYzEyODU0YTgwZjBiM2EzYTMzZjk1ZDc2OTM0YWM4OGEzMGNhMDYwZWFmZTM5ZjdmNzg0ZmExZTdjZWJkNg,138.75,GROCERY
2220,1165372,Organic Harvest 3 in 1 Face Wash 100g,/lulucommercewebservices/v2/medias/1165372-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNzUzOHxpbWFnZS9qcGVnfGltYWdlcy9oYmIvaGMxL2gwMC85MzA1MTI2MzcxMzU4LmpwZ3w0MTgzMDg4ZDZmNmNjY2I5MmEyYWI0NzQ4NGY5ODIxOTUxMGI2ZTIzNDkyZTViODU2NjNhZGU2OTU5OWE4M2I3,29.5,GROCERY
2240,1221852,Yardley Navy Deodorant Roll On Anti Perspirant 50ml,/lulucommercewebservices/v2/medias/1221852-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNDY0M3xpbWFnZS9qcGVnfGltYWdlcy9oNmYvaGI2LzkxNTgwODAwMDQxMjYuanBnfGQ2YTY2MjU3YmEyZTY3MGQ5ZjkyODc2Y2E4MDQzNzdhZTlmZmEzMmQ4NmNiOWIzOGJkNzQyNDVmMmUwNmVmN2E,12.45,GROCERY
2260,1576948,24 Mantra Organic Wonder Grain Ragi 150g,/lulucommercewebservices/v2/medias/1576948-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxODYxNXxpbWFnZS9qcGVnfGltYWdlcy9oNzcvaDRjL2gwMC85MjY3OTk1MzQ0OTI2LmpwZ3w2YjlhMjU1MzdlZjVhMzJlZDhmNWFjMTI2ODc0OGY3OWVhYTUwNjE0YTRiZGM2NWUxOWNjZjgwYzcwNzQzNjA5,6.95,GROCERY
2280,1432806,Pears Hand Wash Oil-Clear And Glow 250ml,/lulucommercewebservices/v2/medias/1432806-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w1MTE2M3xpbWFnZS9qcGVnfGltYWdlcy9oNWYvaDNmL2gwMC85MTg4NDAzOTM3MzEwLmpwZ3w2MzlkYmI1ZTEyZGQxZGViODU0ZjUyOGE5NjdlODJmNDlhMTc2ZjkxMmZmMzk3ZjEzZDQwN2Y4YTM1ZDI1NmFh,12.25,GROCERY
2300,1699651,Lulu Disposable Face Mask 10pcs,/lulucommercewebservices/v2/medias/1699651-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMzAyMXxpbWFnZS9qcGVnfGltYWdlcy9oODgvaGI2L2gwMC85NDQ5NjIzMDYwNTEwLmpwZ3xiNjQ1ZWE4OGRjZTM5NTZjMGQ0YjAzNGEwZGI4MzlhZDY1MjUwMGVkN2Q5OTE0OWE1NDE5NjA0ZTM1YWRkZDk4,13.9,ELECTRONICS
2320,1200360,Cute Girlie Teen Spirit Lady Speed Stick Pink Crush 2 x 65g,/lulucommercewebservices/v2/medias/1200360-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMTQ4NXxpbWFnZS9qcGVnfGltYWdlcy9oOTQvaGRmL2gwMC85MTk3NDc2Njc1NjE0LmpwZ3xhMWU3ZDU4ZDkwOTMwY2QxOTBmZjE3OWVmMmFmOWE2MDNiZjEwM2ZjODZmYjQ2ZTUyNTdkMWJiZjZiODQzZTgz,29.0,GROCERY
2340,299901,Fair And Lovely Advanced Multi Vitamin Face Cream 2 x 100g,/lulucommercewebservices/v2/medias/299901-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNTc2MnxpbWFnZS9qcGVnfGltYWdlcy9oZWUvaDFmL2gwMC85MzA0NTE4NDI2NjU0LmpwZ3w5ZDljOTMyMTU3MTI4NWFmYTcyOTY1OWE3N2I3N2QyYmU1MjhhMmZjMjViZDZmMWFkZDQwNzVjMmU5Y2FlMTll,32.7,GROCERY
2360,14079,Gillette Shaving Foam Lemon Lime 200ml,/lulucommercewebservices/v2/medias/14079-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w3MTM2fGltYWdlL2pwZWd8aW1hZ2VzL2hkYy9oYTIvOTA3NjE5MDkwNDM1MC5qcGd8MTY2OGQxNzQyZjRkZjZjNzNlOTJhZjJiOWRkZGU3NTViOGQxNTgzZDdkOTMxMmRjZDZjNzMxNDRhMGVlMDI4Zg,8.75,GROCERY
2380,1262863,"Lux Perfumed Hand Wash Golden Allure, 500ml",/lulucommercewebservices/v2/medias/1262863-00001.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxOTk5NHxpbWFnZS9qcGVnfGltYWdlcy9oNzAvaGYzLzkxMDMwNzczNDMyNjIuanBnfDkwOTI1OTEyZGYzYjAyMTRkZjBjNjYyYWFlZTNhMjZhYjdkOTZhMGM5ZDE3ODQ2NDhiODJlNDJmMzVmOTI5MTI,18.5,GROCERY
2393,1191315,Home Glass Jar,/lulucommercewebservices/v2/medias/1191315-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w1NDQ4NXxpbWFnZS9qcGVnfGltYWdlcy9oNDQvaGU1L2gwMC85MTk0ODQzMTExNDU0LmpwZ3w4YWNhMmVmOGE3ZDQ4ODQxN2UxOTY3MDNjZWFjYThjZjhhMDA3YzU1MmE5Y2FmYTM5NTVjMmUyZTQ5OWQ3NmNl,5.5,ELECTRONICS
2413,1274694,Home Style Artificial Flower With Pot,/lulucommercewebservices/v2/medias/1274694-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxOTUyN3xpbWFnZS9qcGVnfGltYWdlcy9oYTEvaGU5LzkwOTczNDM4NjA3NjYuanBnfGU1YTQzZjdjNGQwYjZjYjVhNjM0ZjAwNzI0MjM5ZGFiYmNhNGU5NmI1ZDcxMzI5Yzc3NDczNDJhNDZiZTg5MDg,22.0,OTHERS
2433,1565571,Home Mate Bleach Liquid 2 x 3.78Litre,/lulucommercewebservices/v2/medias/1565571-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w4NzkzfGltYWdlL2pwZWd8aW1hZ2VzL2g5ZS9oYjgvaDAwLzkzMjk1MzEwMjc0ODYuanBnfDk3OGNlNjIxYzA4MzY1YTU3MTMyZmMwZTQ3YjhmZTQxMTZhZGU1YTU2MzBlYzA1ZmM0ZmU0NzZlZjU3ZmE5ZDI,20.95,GROCERY
2453,1448086,Home Style Wall Clock Arabic 42cm,/lulucommercewebservices/v2/medias/1448086-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMzM3MHxpbWFnZS9qcGVnfGltYWdlcy9oNzMvaDljL2gwMC85MTkxODA2Nzk1ODA2LmpwZ3w1NDQ4MTczNzc4ZWE3ODU1ZjE2OTc0OTZkMzQxNGViYjFmYjVmNTc2OTljOGQ5OGJmM2M5YjQ3NTIyMWY3MWJi,72.0,OTHERS
2473,1621575,Home Glass Cup 00546-FGC 6pcs,/lulucommercewebservices/v2/medias/1621575-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMjk5OXxpbWFnZS9qcGVnfGltYWdlcy9oZjUvaDBjL2gwMC85NDMyNTU5MTI0NTEwLmpwZ3xkZjUxNzgxYzM5YmZjZmNiYjE0OTk2NThkMTk5OGQxMTI5OTg3ODMwYzZjM2IyNWMyNDllM2RhM2I5OWJjMTFj,21.0,ELECTRONICS
2493,1342233,Home Dinner Set 20pcs YF5004,/lulucommercewebservices/v2/medias/1342233-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w0NzI5N3xpbWFnZS9qcGVnfGltYWdlcy9oYjcvaDRjLzkxNTc2MzM5OTg4NzguanBnfGRlOGM3ZDA2YTZmYTNhN2UzMjNmNjNkNDE2YmM3MDgyNzM2MWYyZWExMjg1MjMyY2E1ODQxMGVkZjAxM2Q4MTQ,99.0,ELECTRONICS
2513,1167608,Home Mate Sandwich Paper 1kg,/lulucommercewebservices/v2/medias/1167608-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMjY3MXxpbWFnZS9qcGVnfGltYWdlcy9oNGQvaGJmLzkwOTA0MTM2NTgxNDIuanBnfDY0MWM5ODI3ZjQ4Y2E4NjY2ZTRiYTdlMDg1MDVjOTNkYTZmOGFkZmYzZDhjNTBlZTk3MjZhOWY5Y2UxNzM2ZDI,7.9,GROCERY
2533,1379861,Home Style Study Table + 2 Chair KT247 Blue,/lulucommercewebservices/v2/medias/1379861-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMzY1MHxpbWFnZS9qcGVnfGltYWdlcy9oZTIvaDQ1L2gwMC85MjUxNDgwNzY0NDQ2LmpwZ3wxZjAzNWMzMGVkZGU0YzgxMTQ4ZmUyYzcyOWJiMTU4ZTIyOGUyYTgwMmQ0ODI2ZjdlNDY3M2E5NmE3Mjc0YjYw,99.0,OTHERS
2553,1559354,Fabiola Role Model Home Play Set F7049,/lulucommercewebservices/v2/medias/1559354-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMTUzOHxpbWFnZS9qcGVnfGltYWdlcy9oM2QvaDliL2gwMC85MzMzOTg1MjgwMDMwLmpwZ3w4NmU0NGFiNTQyMmU1NmFjYTJmZWRiMTIyOGJjMTk5NWZlNmNjNWE1MzVkZGE2NDA1N2Y2ZmQzODgwNWVhZTBh,29.0,OTHERS
2573,1256587,Home Mate Plastic Knife Silver 18pcs,/lulucommercewebservices/v2/medias/1256587-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMTMzMHxpbWFnZS9qcGVnfGltYWdlcy9oNmMvaDU3LzkxMDI4ODM0MjIyMzguanBnfDMxOWQ4N2JjNTRiZDQ0NWRjZTFiZTQ4MTQ0NWVjN2I5MzU1NjU1ZTg4OTRmODkwMGFmYWEwY2NhZTZlODc1NjU,4.75,GROCERY
2593,1594048,Maple Leaf Home PVC Wall Mirror M-1021 20inch,/lulucommercewebservices/v2/medias/1594048-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNzQ1MXxpbWFnZS9qcGVnfGltYWdlcy9oNDIvaDE5L2gwMC85MzAzMDc2MTEwMzY2LmpwZ3wwMzMyM2U0M2RlOTEwNTI3NzY2N2MwNTJiZDY2MzM1NGFiNWY1NmRlZDE4YWUyNjk5Yzc3Zjc3OTQ0MTU4MzRj,59.0,OTHERS
2613,1589542,Maple Leaf Home Nesting Tables 3pcs Set B-B7,/lulucommercewebservices/v2/medias/1589542-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMzk5fGltYWdlL2pwZWd8aW1hZ2VzL2gxMC9oN2EvaDAwLzkyOTg2ODk0MjU0MzguanBnfGVlNzE1MjJlMmRhZThhYjM4M2IzOTUzODdiNTY4YWZkYjFmYWNmZmZmODZiYjBlMTU2MzIyNDJjNGVlZjU4ZmE,199.0,OTHERS
2633,1095836,Home Mate Plastic Plate 9inch 25pcs,/lulucommercewebservices/v2/medias/1095836-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w0NzY0fGltYWdlL2pwZWd8aW1hZ2VzL2gzYi9oOWIvOTA5NjUyNDA3MDk0Mi5qcGd8NWY5MGFiOWEzNjJlMzFjODczNDU5YzI5ZmUzZDk2ZmY4M2FiNmEzZTYwOWFmYjVlNjZiNDkzYTMzY2IwNjcxNA,7.75,GROCERY
2653,1558947,Home Cawa Cup 80ml 12pc GS 17414XINL,/lulucommercewebservices/v2/medias/1558947-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTI3M3xpbWFnZS9qcGVnfGltYWdlcy9oNTkvaGIyL2gwMC85MzAzMzg2NTU0Mzk4LmpwZ3xiN2EyOWE3MmZmY2Y2ZTVjZWI2MThlZTVjMDU3YWQ1MWZjMjViYjIzZTg2OGNjYWExZmM2YTJmMTEzMzFkOTZh,19.0,ELECTRONICS
2673,1540712,Powerman Home Tool Set TM-20902-B 13pcs,/lulucommercewebservices/v2/medias/1540712-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMjM0NXxpbWFnZS9qcGVnfGltYWdlcy9oZTYvaGVlL2gwMC85MjkxODAxOTUyMjg2LmpwZ3w1OWQ1YjllNzQyMmUwZjRiYjk4MjRjYjc0M2U1NWZkYWZiNTE3YWQ0YTZkNDAzMGRlODkyNWJlZjBhZjQ1NGVl,39.0,ELECTRONICS
2693,1604248,Maple Leaf Home Tree Acrylic Wall Stickers 05 3440x1800mm,/lulucommercewebservices/v2/medias/1604248-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTgwNXxpbWFnZS9qcGVnfGltYWdlcy9oNTEvaDVhL2gwMC85MjcyNjUyOTIyOTEwLmpwZ3w5YmMzMjEyMjg2YzQ0NTFiMmNhYjg3ZTQyZTdkMjM0NDE3MzQxMjI3NTE0M2UxZDAxMGExYmFlYmM0MWRhYWJm,179.0,OTHERS
2713,1556731,Home Embossed Bowl 5.5in H19A0120 Assorted Colors,/lulucommercewebservices/v2/medias/1556731-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMjI1NHxpbWFnZS9qcGVnfGltYWdlcy9oNDAvaDU1L2gwMC85MzAzMDYwMTg1MTE4LmpwZ3w4YWM5NWE0NWU0ZjBjOWVhYTdlYTlkODE5MWExYjBjNDk0NDcxNTBiYjNmMjRiZWM0MzcwNTlhZWIxY2E5ODI3,5.0,ELECTRONICS
2733,1594092,Maple Leaf Home Wall Clock 350-D-1110 22inch,/lulucommercewebservices/v2/medias/1594092-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDE1MnxpbWFnZS9qcGVnfGltYWdlcy9oYzgvaGRlL2gwMC85MzAzMDc3MjkwMDE0LmpwZ3wyNmMzOWY2NjMzNmVlZjJmODc2ZTY4OWI5ZmMzMDM2NzY5NTM4NzkyN2ZjMzRjZGZkMzU4MTk2MDYxMGY4NTky,59.0,OTHERS
2753,1604202,Maple Leaf Home Flower Stand FS-01 Black 160x58x25cm (Pot & Plant Not Included),/lulucommercewebservices/v2/medias/1604202-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMzY4MnxpbWFnZS9qcGVnfGltYWdlcy9oZjcvaDBjL2gwMC85MzUwNTEwMzQ2MjcwLmpwZ3w4ZWEwZTIyZDIxYzJkYzE4ZWE5NjgyMzkyMThlODNjZGFjZDk0MWU0ODEzZGU0OTY1MDM5YzM1NDZkMzI3NjJl,199.0,OTHERS
2773,1689002,"Acer Aspire 3 15.6 inches HD ComfyView LCD Laptop, Intel i3-10110U, 1.6 GHz, 4 GB RAM, 256 GB SSD, Windows 10 Home,Black",/lulucommercewebservices/v2/medias/1689002-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNzE3M3xpbWFnZS9qcGVnfGltYWdlcy9oODQvaDJlL2gwMC85MzczMDA2NDMwMjM4LmpwZ3w0OGY2YjgyOTQxMjU2NTdkNzcxNWZkNWM2NjI3ZDQzZTZiNjU2ZWM3NDRiMzgzOGIyOTY0NWNiNGUwYTc5OThl,1799.0,ELECTRONICS
2793,1576720,Yamaha Soundbar with Built-in Subwoofer YAS-108 Red,/lulucommercewebservices/v2/medias/1576720-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTU0MnxpbWFnZS9qcGVnfGltYWdlcy9oMDMvaDM4L2gwMC85MjM0MjkzNDU2OTI2LmpwZ3xjNDg1NzVkYjM1NTJhNTJiYzMxZWQyNDI0OGY1MTIzMzdmMjBkYWI1YTdkMDVlZTM1ZTk2YjcxN2E0NmUxYjJi,629.0,ELECTRONICS
2813,1609338,Mora Baby Blanket 110x140cm Blue,/lulucommercewebservices/v2/medias/1609338-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w3MTkzMXxpbWFnZS9qcGVnfGltYWdlcy9oZDAvaDExL2gwMC85MjM2ODYzNTQ5NDcwLmpwZ3xiNmIwZWQ0YjllOWFjNmY0ZDAwOWM0MGQ0NDA1YmY5ZTc1YzhmMzhjY2MyMGQxNjA2OGZjMjcwNGNhODQ3ZThk,129.0,OTHERS
2833,1373728,Ikon Box Fan IK-B20CII 20,/lulucommercewebservices/v2/medias/1373728-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyOTczNHxpbWFnZS9qcGVnfGltYWdlcy9oNGYvaDRlL2gwMC85MjI5ODcyNDk2NjcwLmpwZ3w3NzU2ZmExNzA2OTc5N2M5M2RjMTk0Mjc4YWVlZjRlOWQ5ZTlhYjE0ZmQ3OTNhYTYwN2Y2YmEwNGJiYTYyZWY3,129.0,ELECTRONICS
2853,1270104,Dreamaxx Mattress Relaxx 150X190 cm,/lulucommercewebservices/v2/medias/1270104-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTQzOXxpbWFnZS9qcGVnfGltYWdlcy9oOWYvaDYxLzkxMDM1MDMzOTI3OTguanBnfDk5NTdjNmY0MThmYWJjZDI0YWE5M2ZjYjJlZDc2YWNjNmJkMjQzZmQwMWIyZjZmODY3MmE5MjRiZWE4YWZlYTY,392.0,OTHERS
2873,1270197,Dreamaxx Mattress Premium 120X190 cm,/lulucommercewebservices/v2/medias/1270197-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxOTc2NHxpbWFnZS9qcGVnfGltYWdlcy9oNmQvaDFhLzkxMDM1MzM2MDQ4OTQuanBnfGY5MGM2NmM4YWM1NGQwY2Q3Y2ViMDM1MzNkMGYzOTJiNTY4NDM1NzliZTA4MTE5ZWFiZDJkN2YzMTI4ZGVkOTk,766.0,OTHERS
2893,1270838,Dreamaxx Mattress Ortho Plus 200X200 cm,/lulucommercewebservices/v2/medias/1270838-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxOTg2N3xpbWFnZS9qcGVnfGltYWdlcy9oNjkvaGY2LzkxMDM1NjY3MDA1NzQuanBnfGE4MTQzYzRmYjRlYTUwMzdhMGQyYzIwOGZkNTUwN2NkNjJjMWYxNjE0YTJlYWQ1ZDZhN2UyYTBiNGI4ZTcwNTM,666.0,OTHERS
2913,1694102,Hitachi Air Purifier EPP50J240WH,/lulucommercewebservices/v2/medias/1694102-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyODQwNnxpbWFnZS9qcGVnfGltYWdlcy9oMDEvaDk4L2gwMC85MzkzMDY1OTE4NDk0LmpwZ3w2MTFiMjc5YjIxNTRmY2YzOTA2ZGFiNGRmYTg2ZmYwMGZlMTkyNTg5MTA1Yjc1ZjFjNWE0OGI3NWVlZDIxOGVl,1679.0,ELECTRONICS
2933,1651161,Golden Wheat Foldable Laptop Table 40x60x28cm Blue,/lulucommercewebservices/v2/medias/1651161-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxOTYwM3xpbWFnZS9qcGVnfGltYWdlcy9oYWIvaDc0L2gwMC85Mjk4NjkyOTY0MzgyLmpwZ3xmYzBlOGE1YTdjNGMxYmZkZTY3YjM1NmM4NzlmNTdlZTAyZWE5YWIwNGY1ZGVjOWRkNmU2NzAwZThjM2U2NTEz,49.0,OTHERS
2953,1028831,Panasonic Cordless Phone KX-TGC220UES,/lulucommercewebservices/v2/medias/1028831-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMzYyN3xpbWFnZS9qcGVnfGltYWdlcy9oMmQvaDI4LzkwNzY1MzMwNjc4MDYuanBnfDBjZmU2OTU5YjVlNDQ0OGUwN2JhODkxMDQ3NWI5MmFiYWZiMDNiYjY2MGFmMDFmOWFmNmJmZDRhMzdiY2FlZTg,136.0,ELECTRONICS
2973,1602484,Dyson Cordless Vacuum Cleaner V10 Absolute,/lulucommercewebservices/v2/medias/1602484-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTcwOHxpbWFnZS9qcGVnfGltYWdlcy9oZmYvaGRjL2gwMC85MjY0NTgyNDkyMTkwLmpwZ3xjN2YwOTJmNDhjMmE5ZTRhNjU2OWUzODYyNTc1NjMzMDkxZmQ3NzUzODNiNDMzMTM1MzAwMWY1ZTZhZmUxNmZh,2449.0,ELECTRONICS
2993,1618529,"Character School Trolley Bag Set 5in1 18"" Assorted Design",/lulucommercewebservices/v2/medias/1618529-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyOTE4MnxpbWFnZS9qcGVnfGltYWdlcy9oOTUvaDU2L2gwMC85MjUwNTIzMzE2MjU0LmpwZ3wwYmE0MTNmZDIyOWZlNWYxNGQyNmVkZDdkMWJkMGE1YmY0ODQ1ZjVjZDVmZDc0YWUwOTBiMGJiNGI2OWNmOTEy,169.0,ELECTRONICS
3013,1467323,Panasonic Sleek Bottom Loading Water Dispenser SDMWD3438BG,/lulucommercewebservices/v2/medias/1467323-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNjA4MnxpbWFnZS9qcGVnfGltYWdlcy9oZjkvaGZjLzkxNzk3MDI2ODk4MjIuanBnfDQ4OTFiY2NiNWU3ZDE1M2VkYTY2MTUzYWE3NGFiNDVjMmZjYTM1Nzc1OGM4Zjg2YmM1MGMzMzI2YWJmMzE5OTM,739.0,ELECTRONICS
3033,266782,Panasonic Dry Iron NI317T,/lulucommercewebservices/v2/medias/266782-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMTU4MjU0fGltYWdlL2pwZWd8aW1hZ2VzL2gzZC9oMzMvaDAwLzkyMTI2NTA2MTg5MTAuanBnfDFjOGQ2MmM1MGMyZGY5MDgxMzU2ZTk5YmFhNzc3MTY5ZDRmN2Q2NDQwOTBlOTI1NWVjMGIzODQ3NTk1YTY1ZDQ,62.0,ELECTRONICS
3053,1349279,Bissell Drum Vaccum Cleaner BSL2027E 2000W 21Ltr,/lulucommercewebservices/v2/medias/1349279-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDEzMHxpbWFnZS9qcGVnfGltYWdlcy9oYWYvaGY2L2gwMC85MzAyNTQ1MjAzMjMwLmpwZ3xhNDA5ZTE4YTg5OWEyMGQ4NzQxMzFkYmE1YmRhNjE5NWRkYmZjNDM0OTk0ZGZlMzE4YmFhZTQyYTBiMjJkMzQ4,354.0,ELECTRONICS
3073,1671489,Philips Cordless Stick Vacuum Cleaner FC6823/61,/lulucommercewebservices/v2/medias/1671489-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMjk4N3xpbWFnZS9qcGVnfGltYWdlcy9oYjEvaDBiL2gwMC85MzMxMDE3MzUxMTk4LmpwZ3wwMTk0YjQyNmIwMmUwMDIwYTBjZmVmNjQ5ZTFhYWYzZTJhZGY4YTZkNWFjN2QyMmY3MzVkZmYwNmY5ZTIyY2Iw,2229.0,ELECTRONICS
3093,1435272,Blueair Air Purifier Classic 280i,/lulucommercewebservices/v2/medias/1435272-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyODA4fGltYWdlL2pwZWd8aW1hZ2VzL2hhMy9oMzQvaDAwLzkyOTI5Mzk1OTE3MTAuanBnfGJmYjYwMzI5ZTlmMmE2NzMxZTNhMjFhZjRhNmMxZDZhNzMyZGVlNjg3NzllM2VjNTU2MjUzYmUzMGVlYjM5YmM,2299.0,ELECTRONICS
3113,3521,Foster Clark's Corn Flour 200 Gm,/lulucommercewebservices/v2/medias/3521-001.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMDkxMnxpbWFnZS9qcGVnfGltYWdlcy9oN2IvaGM4LzkwODMzMzY4MTg3MTguanBnfDdiMjJmYzM3MTAyM2JhYjlmNGNhNDZlYjIzNDFiOTRhOTY5YTI0ZDRmMzY0YzQzZWUwNzczYmRkODM4NTJkOGQ,2.4,GROCERY
3133,25073,Gold Medal All Purpose Flour 2 Kg,/lulucommercewebservices/v2/medias/25073-001.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w5NjMxfGltYWdlL2pwZWd8aW1hZ2VzL2hjYi9oODQvOTA4MTE4MTkyOTUwMi5qcGd8YThkOGIwYWY5MTg1YTk1Y2Y0YWQ5ODRhZDZjN2ZlZmE5N2Q4MDY4OThjOWIyOGVhOGE0NDJiM2UzNjc0MGNkMw,17.0,GROCERY
3153,733672,Double Horse Chakki Fresh Atta Whole Wheat Flour 2 Kg,/lulucommercewebservices/v2/medias/733672-001.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMTQ0NnxpbWFnZS9qcGVnfGltYWdlcy9oMjQvaDVmLzkxMTQ2Mzk2NjMxMzQuanBnfDE1NzcwMjFkZjNjNDhiMjM3MzI1ZWRmMDJkNjJiNzJmMTVlMDFlMjkzYjc3YjI2NTgyOTBkMmU3MjQ5MDRiYmI,10.9,GROCERY
3173,1677235,"Acer Aspire 3-A315-55G-58QC-Laptop-Intel Core i5-10210U/4GB DDR4/1TB/2GB GDDR5 VRAM NVIDIA GeForce MX230/15.6"" FHD Acer ComfyView LED LCD/Windows 10 Home/Black",/lulucommercewebservices/v2/medias/1677235-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxODQwMXxpbWFnZS9qcGVnfGltYWdlcy9oZWQvaGI5L2gwMC85MzU1OTUxOTMxNDIyLmpwZ3w4MDI5MzUxZjVhMGEyZDQ2ZDA1NDc0NjUxZjhlNTJlN2M2MjU1NjcwMmY0Y2Y4YTYzMGNlZWJlOWQzOWRiMGI5,2199.0,ELECTRONICS
3193,97042,Yamama Grenadine Molasses 300 ml,/lulucommercewebservices/v2/medias/97042-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxOTE5NHxpbWFnZS9qcGVnfGltYWdlcy9oNDkvaDc4LzkxNTQ2MjYwMjc1NTAuanBnfGJiMjM0ZDE0ZjRjZTAyMWM3OWMwNTFjODI5MGU0ZTU0N2RiODM4YmQ0ZmEzYWUwNTgzNTE4NzRlMzE2YTAyMGM,9.5,GROCERY
3213,799704,Dr.Oetker Chocolatey Strands 55 Gm,/lulucommercewebservices/v2/medias/799704-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w4MTU0fGltYWdlL2pwZWd8aW1hZ2VzL2gxMC9oZTgvOTExNjYwNjY5MzQwNi5qcGd8OTIzZGZiMThhY2IyZTE3Mjk4YzE0NDBiNmVkZGM1YjBhNGY2MTJhZmE0MTA5NzQ1MmUwZmQyZjlhNDQ0M2QxZQ,14.2,GROCERY
3233,1306937,Crystal Drops Ceramic Cartridge 243G FC10,/lulucommercewebservices/v2/medias/1306937-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTQ5NXxpbWFnZS9qcGVnfGltYWdlcy9oYmYvaDRmL2gwMC85MjAwMzkyMjA4NDE0LmpwZ3wwZTBkNmM0OTljMWIyMzE5NTRmOWFlYjcwZTk1OWU2MGQyOGY2OTMxMWQ4Y2QwZmI0ZDc3OGQ4M2Q1MGQyNjVl,25.0,ELECTRONICS
3253,1400837,Symega Saffron Culinary Essence 20ml,/lulucommercewebservices/v2/medias/1400837-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNDIyN3xpbWFnZS9qcGVnfGltYWdlcy9oMTAvaDhmLzkwOTgwNTcwMjM1MTguanBnfDJiYjM3ZTRlODhlMDI4MTkzMzViNWM2ODlkYzJhZmZmOWFkYjNmMGEzNjkzY2RhODBmOWY2YjgyNjYwZWVlZGY,2.95,GROCERY
